name,link
真的不知道啊,https://www.csie.ntu.edu.tw/~b11902015/mygo/真的不知道啊.png
太先入為主了喔,https://www.csie.ntu.edu.tw/~b11902015/mygo/太先入為主了喔.png
我都聽到哭出來了,https://www.csie.ntu.edu.tw/~b11902015/mygo/我都聽到哭出來了.png
我不知道,https://www.csie.ntu.edu.tw/~b11902015/mygo/我不知道.png
我愛慕虛榮啦,https://www.csie.ntu.edu.tw/~b11902015/mygo/我愛慕虛榮啦.png
妳不能當別人的傳聲筒,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳不能當別人的傳聲筒.png
妳這話是認真的嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳這話是認真的嗎.png
大家還是先好好溝通過一次比較好,https://www.csie.ntu.edu.tw/~b11902015/mygo/大家還是先好好溝通過一次比較好.png
可以請妳別提起那件事嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/可以請妳別提起那件事嗎.png
妳先再稍微等一下吧,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳先再稍微等一下吧.png
非常成功好嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/非常成功好嗎.png
為什麼不行,https://www.csie.ntu.edu.tw/~b11902015/mygo/為什麼不行.png
我都說討厭了吧,https://www.csie.ntu.edu.tw/~b11902015/mygo/我都說討厭了吧.png
一輩子一起和我組樂團嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/一輩子一起和我組樂團嗎.png
別怪罪在別人身上,https://www.csie.ntu.edu.tw/~b11902015/mygo/別怪罪在別人身上.png
就是這個,https://www.csie.ntu.edu.tw/~b11902015/mygo/就是這個.png
那又怎麼樣,https://www.csie.ntu.edu.tw/~b11902015/mygo/那又怎麼樣.png
是又怎樣,https://www.csie.ntu.edu.tw/~b11902015/mygo/是又怎樣.png
要是心靈也能貼OK繃就好了,https://www.csie.ntu.edu.tw/~b11902015/mygo/要是心靈也能貼OK繃就好了.png
一輩子在一起吧,https://www.csie.ntu.edu.tw/~b11902015/mygo/一輩子在一起吧.png
但她卻拋棄了妳,https://www.csie.ntu.edu.tw/~b11902015/mygo/但她卻拋棄了妳.png
求求妳,https://www.csie.ntu.edu.tw/~b11902015/mygo/求求妳.png
今天卻已經投入他人的懷抱,https://www.csie.ntu.edu.tw/~b11902015/mygo/今天卻已經投入他人的懷抱.png
為什麼都不講話,https://www.csie.ntu.edu.tw/~b11902015/mygo/為什麼都不講話.png
也讓我滿有感覺的,https://www.csie.ntu.edu.tw/~b11902015/mygo/也讓我滿有感覺的.png
太棒了，爽世同學LOVE!,https://www.csie.ntu.edu.tw/~b11902015/mygo/太棒了，爽世同學LOVE!.png
那傢伙為什麼沒有來,https://www.csie.ntu.edu.tw/~b11902015/mygo/那傢伙為什麼沒有來.png
就由我來將它結束掉,https://www.csie.ntu.edu.tw/~b11902015/mygo/就由我來將它結束掉.png
她果然不需要我嘛,https://www.csie.ntu.edu.tw/~b11902015/mygo/她果然不需要我嘛.png
牠是不是很癢啊,https://www.csie.ntu.edu.tw/~b11902015/mygo/牠是不是很癢啊.png
到現在都還執著於過去，真難看,https://www.csie.ntu.edu.tw/~b11902015/mygo/到現在都還執著於過去，真難看.png
我還是會繼續下去,https://www.csie.ntu.edu.tw/~b11902015/mygo/我還是會繼續下去.png
我可以用嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/我可以用嗎.png
是啊，到底為什麼呢,https://www.csie.ntu.edu.tw/~b11902015/mygo/是啊，到底為什麼呢.png
她突然纏住我還對我大呼小叫,https://www.csie.ntu.edu.tw/~b11902015/mygo/她突然纏住我還對我大呼小叫.png
我們大家都很受傷,https://www.csie.ntu.edu.tw/~b11902015/mygo/我們大家都很受傷.png
大家真沒品味,https://www.csie.ntu.edu.tw/~b11902015/mygo/大家真沒品味.png
快點啦，大家都在等妳了,https://www.csie.ntu.edu.tw/~b11902015/mygo/快點啦，大家都在等妳了.png
畢竟這是一輩子的事,https://www.csie.ntu.edu.tw/~b11902015/mygo/畢竟這是一輩子的事.png
天啊，大發現耶,https://www.csie.ntu.edu.tw/~b11902015/mygo/天啊，大發現耶.png
妳怎麼會這麼想,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳怎麼會這麼想.png
妳講的話和做的事全部矛盾,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳講的話和做的事全部矛盾.png
沒錯,https://www.csie.ntu.edu.tw/~b11902015/mygo/沒錯.png
現在正是復權的時刻,https://www.csie.ntu.edu.tw/~b11902015/mygo/現在正是復權的時刻.png
我懂,https://www.csie.ntu.edu.tw/~b11902015/mygo/我懂.png
這布局可說是堅若磐石,https://www.csie.ntu.edu.tw/~b11902015/mygo/這布局可說是堅若磐石.png
這樣啊，那妳一定很難受吧,https://www.csie.ntu.edu.tw/~b11902015/mygo/這樣啊，那妳一定很難受吧.png
是啊,https://www.csie.ntu.edu.tw/~b11902015/mygo/是啊.png
晚安,https://www.csie.ntu.edu.tw/~b11902015/mygo/晚安.png
因為春日影是一首好歌,https://www.csie.ntu.edu.tw/~b11902015/mygo/因為春日影是一首好歌.png
它沒有結束,https://www.csie.ntu.edu.tw/~b11902015/mygo/它沒有結束.png
不要講這種撒嬌的話了,https://www.csie.ntu.edu.tw/~b11902015/mygo/不要講這種撒嬌的話了.png
事情都搞砸了,https://www.csie.ntu.edu.tw/~b11902015/mygo/事情都搞砸了.png
一旦加入就無法回頭了喔,https://www.csie.ntu.edu.tw/~b11902015/mygo/一旦加入就無法回頭了喔.png
真的嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/真的嗎.png
那個...我被她拒絕了,https://www.csie.ntu.edu.tw/~b11902015/mygo/那個...我被她拒絕了.png
"這首叫""春日影""的歌我沒聽過耶","https://www.csie.ntu.edu.tw/~b11902015/mygo/這首叫""春日影""的歌我沒聽過耶.png"
我很感動,https://www.csie.ntu.edu.tw/~b11902015/mygo/我很感動.png
畢竟我們只不過是群一丘之貉罷了,https://www.csie.ntu.edu.tw/~b11902015/mygo/畢竟我們只不過是群一丘之貉罷了.png
這次我們大家一定要好好溝通,https://www.csie.ntu.edu.tw/~b11902015/mygo/這次我們大家一定要好好溝通.png
這裡是我家,https://www.csie.ntu.edu.tw/~b11902015/mygo/這裡是我家.png
這是現場直播嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/這是現場直播嗎.png
我哪可能有辦法,https://www.csie.ntu.edu.tw/~b11902015/mygo/我哪可能有辦法.png
人生這麼漫長會撐不住的喔,https://www.csie.ntu.edu.tw/~b11902015/mygo/人生這麼漫長會撐不住的喔.png
在這裡想怎麼叫都沒問題,https://www.csie.ntu.edu.tw/~b11902015/mygo/在這裡想怎麼叫都沒問題.png
幹麻這樣啊,https://www.csie.ntu.edu.tw/~b11902015/mygo/幹麻這樣啊.png
妳一定會用詛咒殺死那個人,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳一定會用詛咒殺死那個人.png
味道醇香，我很喜歡,https://www.csie.ntu.edu.tw/~b11902015/mygo/味道醇香，我很喜歡.png
又來了一個新人,https://www.csie.ntu.edu.tw/~b11902015/mygo/又來了一個新人.png
我沒有那麼厲害啦,https://www.csie.ntu.edu.tw/~b11902015/mygo/我沒有那麼厲害啦.png
只要是我能做的，我什麼都願意做,https://www.csie.ntu.edu.tw/~b11902015/mygo/只要是我能做的，我什麼都願意做.png
沒錯沒錯,https://www.csie.ntu.edu.tw/~b11902015/mygo/沒錯沒錯.png
有趣的女孩子,https://www.csie.ntu.edu.tw/~b11902015/mygo/有趣的女孩子.png
我也一樣,https://www.csie.ntu.edu.tw/~b11902015/mygo/我也一樣.png
會不會是認錯人了呢,https://www.csie.ntu.edu.tw/~b11902015/mygo/會不會是認錯人了呢.png
我看妳只是在逃避吧,https://www.csie.ntu.edu.tw/~b11902015/mygo/我看妳只是在逃避吧.png
沒有人那樣拜託妳,https://www.csie.ntu.edu.tw/~b11902015/mygo/沒有人那樣拜託妳.png
我就先收下吧，謝謝妳,https://www.csie.ntu.edu.tw/~b11902015/mygo/我就先收下吧，謝謝妳.png
這是在講什麼？,https://www.csie.ntu.edu.tw/~b11902015/mygo/這是在講什麼？.png
每次想著想著就會感到很厭世,https://www.csie.ntu.edu.tw/~b11902015/mygo/每次想著想著就會感到很厭世.png
滿腦子都只想到自己呢,https://www.csie.ntu.edu.tw/~b11902015/mygo/滿腦子都只想到自己呢.png
妳有辦法背負其他人的人生嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳有辦法背負其他人的人生嗎.png
是這樣嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/是這樣嗎.png
當初是妳邀我的,https://www.csie.ntu.edu.tw/~b11902015/mygo/當初是妳邀我的.png
但妳願意加入我會很高興的,https://www.csie.ntu.edu.tw/~b11902015/mygo/但妳願意加入我會很高興的.png
已經死了,https://www.csie.ntu.edu.tw/~b11902015/mygo/已經死了.png
這些事總有一天得有人跟她說的,https://www.csie.ntu.edu.tw/~b11902015/mygo/這些事總有一天得有人跟她說的.png
妳願意將剩餘的人生交給我嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳願意將剩餘的人生交給我嗎.png
那大家得多注意健康才行了,https://www.csie.ntu.edu.tw/~b11902015/mygo/那大家得多注意健康才行了.png
對不起，忍不住就,https://www.csie.ntu.edu.tw/~b11902015/mygo/對不起，忍不住就.png
只要妳肯停下來一切就都解決了嘛,https://www.csie.ntu.edu.tw/~b11902015/mygo/只要妳肯停下來一切就都解決了嘛.png
是這樣沒錯,https://www.csie.ntu.edu.tw/~b11902015/mygo/是這樣沒錯.png
妳誤會了,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳誤會了.png
妳就有為我貼過喔,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳就有為我貼過喔.png
沒有那個必要,https://www.csie.ntu.edu.tw/~b11902015/mygo/沒有那個必要.png
我好難受...好難受...,https://www.csie.ntu.edu.tw/~b11902015/mygo/我好難受...好難受....png
妳也差不多該忘記了吧,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳也差不多該忘記了吧.png
直到昨天都還擁抱著妳入睡,https://www.csie.ntu.edu.tw/~b11902015/mygo/直到昨天都還擁抱著妳入睡.png
是沒錯啊,https://www.csie.ntu.edu.tw/~b11902015/mygo/是沒錯啊.png
累積一個個瞬間變成一輩子嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/累積一個個瞬間變成一輩子嗎.png
今後不要再和我扯上關係了,https://www.csie.ntu.edu.tw/~b11902015/mygo/今後不要再和我扯上關係了.png
做不來的事就別隨便說出口,https://www.csie.ntu.edu.tw/~b11902015/mygo/做不來的事就別隨便說出口.png
真是太好了,https://www.csie.ntu.edu.tw/~b11902015/mygo/真是太好了.png
我要加入,https://www.csie.ntu.edu.tw/~b11902015/mygo/我要加入.png
局外人別插嘴,https://www.csie.ntu.edu.tw/~b11902015/mygo/局外人別插嘴.png
謝謝妳把想法告訴我們,https://www.csie.ntu.edu.tw/~b11902015/mygo/謝謝妳把想法告訴我們.png
坦白說我都聽得一頭霧水,https://www.csie.ntu.edu.tw/~b11902015/mygo/坦白說我都聽得一頭霧水.png
來，開始溝通吧,https://www.csie.ntu.edu.tw/~b11902015/mygo/來，開始溝通吧.png
不過我想那孩子應該沒有惡意吧,https://www.csie.ntu.edu.tw/~b11902015/mygo/不過我想那孩子應該沒有惡意吧.png
這是最後的警告,https://www.csie.ntu.edu.tw/~b11902015/mygo/這是最後的警告.png
真是會虛情假意呢,https://www.csie.ntu.edu.tw/~b11902015/mygo/真是會虛情假意呢.png
妳也盡快離開較為妥當喔,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳也盡快離開較為妥當喔.png
我們以前感情明明那麼好,https://www.csie.ntu.edu.tw/~b11902015/mygo/我們以前感情明明那麼好.png
妳不僅表裡不一，又滿口謊言,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳不僅表裡不一，又滿口謊言.png
我在和貓玩,https://www.csie.ntu.edu.tw/~b11902015/mygo/我在和貓玩.png
那些不是重點吧,https://www.csie.ntu.edu.tw/~b11902015/mygo/那些不是重點吧.png
我都會全力以赴的,https://www.csie.ntu.edu.tw/~b11902015/mygo/我都會全力以赴的.png
一直走現在的路線也不是辦法吧,https://www.csie.ntu.edu.tw/~b11902015/mygo/一直走現在的路線也不是辦法吧.png
不可以碰這個,https://www.csie.ntu.edu.tw/~b11902015/mygo/不可以碰這個.png
那當然是騙人的啊,https://www.csie.ntu.edu.tw/~b11902015/mygo/那當然是騙人的啊.png
絕對不可能再復活了,https://www.csie.ntu.edu.tw/~b11902015/mygo/絕對不可能再復活了.png
我早知道會這樣了,https://www.csie.ntu.edu.tw/~b11902015/mygo/我早知道會這樣了.png
有點不太能想像呢,https://www.csie.ntu.edu.tw/~b11902015/mygo/有點不太能想像呢.png
妳不是不需要我了嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳不是不需要我了嗎.png
這是在報復我嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/這是在報復我嗎.png
我是那麼地喜歡她,https://www.csie.ntu.edu.tw/~b11902015/mygo/我是那麼地喜歡她.png
妳要不要先去洗澡,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳要不要先去洗澡.png
動機太不單純了,https://www.csie.ntu.edu.tw/~b11902015/mygo/動機太不單純了.png
謝謝妳,https://www.csie.ntu.edu.tw/~b11902015/mygo/謝謝妳.png
持續一輩子是很困難的,https://www.csie.ntu.edu.tw/~b11902015/mygo/持續一輩子是很困難的.png
祝妳貴安,https://www.csie.ntu.edu.tw/~b11902015/mygo/祝妳貴安.png
我想妳心裡應該多少也有些想法吧,https://www.csie.ntu.edu.tw/~b11902015/mygo/我想妳心裡應該多少也有些想法吧.png
還真是高高在上呢,https://www.csie.ntu.edu.tw/~b11902015/mygo/還真是高高在上呢.png
來,https://www.csie.ntu.edu.tw/~b11902015/mygo/來.png
好棒喔,https://www.csie.ntu.edu.tw/~b11902015/mygo/好棒喔.png
我的人生已經失敗了吧,https://www.csie.ntu.edu.tw/~b11902015/mygo/我的人生已經失敗了吧.png
我都說一直都有在看了啊,https://www.csie.ntu.edu.tw/~b11902015/mygo/我都說一直都有在看了啊.png
我寧可永遠躲在石頭底下,https://www.csie.ntu.edu.tw/~b11902015/mygo/我寧可永遠躲在石頭底下.png
不一起玩嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/不一起玩嗎.gif
因為這些都是我自私的想法,https://www.csie.ntu.edu.tw/~b11902015/mygo/因為這些都是我自私的想法.gif
進來吧,https://www.csie.ntu.edu.tw/~b11902015/mygo/進來吧.gif
妳這個人，滿腦子都只想到自己呢,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳這個人，滿腦子都只想到自己呢.gif
有趣的女人,https://www.csie.ntu.edu.tw/~b11902015/mygo/有趣的女人.gif
妳只不過是一個學生，有辦法背負其他人的人生嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳只不過是一個學生，有辦法背負其他人的人生嗎.gif
她是我朋友,https://www.csie.ntu.edu.tw/~b11902015/mygo/她是我朋友.gif
妳為什麼在這裡,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳為什麼在這裡.gif
沒有這回事,https://www.csie.ntu.edu.tw/~b11902015/mygo/沒有這回事.gif
我沒有那麼厲害啦,https://www.csie.ntu.edu.tw/~b11902015/mygo/我沒有那麼厲害啦.gif
春日影變了呢,https://www.csie.ntu.edu.tw/~b11902015/mygo/春日影變了呢.gif
感謝您讓我佔用的寶貴時間,https://www.csie.ntu.edu.tw/~b11902015/mygo/感謝您讓我佔用的寶貴時間.gif
為什麼要演奏春日影,https://www.csie.ntu.edu.tw/~b11902015/mygo/為什麼要演奏春日影.gif
蛤,https://www.csie.ntu.edu.tw/~b11902015/mygo/蛤.gif
我好想！成為人類啊！,https://www.csie.ntu.edu.tw/~b11902015/mygo/我好想！成為人類啊！.gif
我怎麼可能會生氣,https://www.csie.ntu.edu.tw/~b11902015/mygo/我怎麼可能會生氣.gif
這是最後的警告，今後不要再和我扯上關係了,https://www.csie.ntu.edu.tw/~b11902015/mygo/這是最後的警告，今後不要再和我扯上關係了.gif
我愛慕虛榮啦,https://www.csie.ntu.edu.tw/~b11902015/mygo/我愛慕虛榮啦.gif
態度好差喔,https://www.csie.ntu.edu.tw/~b11902015/mygo/態度好差喔.gif
沒辦法,https://www.csie.ntu.edu.tw/~b11902015/mygo/沒辦法.gif
我考慮一下吧,https://www.csie.ntu.edu.tw/~b11902015/mygo/我考慮一下吧.gif
沒有人那樣拜託妳,https://www.csie.ntu.edu.tw/~b11902015/mygo/沒有人那樣拜託妳.gif
是又怎樣,https://www.csie.ntu.edu.tw/~b11902015/mygo/是又怎樣.gif
妳是來找我吵架的嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳是來找我吵架的嗎.gif
我知道了,https://www.csie.ntu.edu.tw/~b11902015/mygo/我知道了.gif
全都是一些無趣的女人,https://www.csie.ntu.edu.tw/~b11902015/mygo/全都是一些無趣的女人.gif
妳願意將剩餘的人生交給我嗎,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳願意將剩餘的人生交給我嗎.gif
我不會再彈春日影了,https://www.csie.ntu.edu.tw/~b11902015/mygo/我不會再彈春日影了.gif
差勁,https://www.csie.ntu.edu.tw/~b11902015/mygo/差勁.gif
我要封鎖他,https://www.csie.ntu.edu.tw/~b11902015/mygo/我要封鎖他.gif
妳到底是怎樣啊,https://www.csie.ntu.edu.tw/~b11902015/mygo/妳到底是怎樣啊.gif
無趣的女孩子,https://www.csie.ntu.edu.tw/~b11902015/mygo/無趣的女孩子.gif
已經和我沒有關係了,https://www.csie.ntu.edu.tw/~b11902015/mygo/已經和我沒有關係了.gif
我都說討厭了吧,https://www.csie.ntu.edu.tw/~b11902015/mygo/我都說討厭了吧.gif
