name,link
不用了 球送給你好了,https://i.imgur.com/YBV8puh.jpg
今晚準備要去瘋狂一下了嗎,https://i.imgur.com/6AOqLDT.jpg
我準備要去瘋狂了,https://i.imgur.com/ejow0tu.jpg
你準備要去瘋狂了嗎,https://i.imgur.com/uQ3Y1bf.jpg
海綿寶寶 派大星,https://i.imgur.com/HWE4L3m.jpg
好像有人在偷聽我們說話,https://i.imgur.com/ElvR4m4.jpg
這些人真是沒有禮貌,https://i.imgur.com/3WYxlxw.jpg
快一點 老頭,https://i.imgur.com/em8AWRd.jpg
的確是蠻讓我心碎的,https://i.imgur.com/uVaa0xq.jpg
現在跟以前都不一樣了,https://i.imgur.com/Sq0Hjrj.jpg
你們想不想再洗一遍啊 我請客,https://i.imgur.com/bREujXL.jpg
蟹老闆 你現在有瘋狂狂歡的感覺了嗎,https://i.imgur.com/MafZ9ZD.jpg
有感覺了嗎 蟹老闆,https://i.imgur.com/mmZqq2g.jpg
我有感覺 海綿寶寶,https://i.imgur.com/oYA9ivN.jpg
你又沒問,https://i.imgur.com/KGqhxbA.jpg
有了 來裸奔吧,https://i.imgur.com/vi5LMQm.jpg
派大星,https://i.imgur.com/QISH8G7.jpg
幹嘛 我想到比24還要好笑的笑話,https://i.imgur.com/ourg6mL.jpg
說來聽聽,https://i.imgur.com/F1RQqms.jpg
25,https://i.imgur.com/yC9KuGh.jpg
對啊,https://i.imgur.com/NGzUloV.jpg
我想要擊敗巨大猴子怪 拯救宇宙第九象限,https://i.imgur.com/XoZlrRE.jpg
我想要擊敗小猴子怪 拯救宇宙第八象限,https://i.imgur.com/AZJB3qX.jpg
這裡是什麼鬼地方,https://i.imgur.com/3gBSRDw.jpg
等一等 不可以,https://i.imgur.com/xlS23Ti.jpg
我的賤招都是跟他學的,https://i.imgur.com/yjglzaZ.jpg
好 我準備好了,https://i.imgur.com/m7D8z33.jpg
吐司,https://i.imgur.com/X7itn6m.jpg
壞蛋,https://i.imgur.com/butKxjQ.jpg
嚐嚐我的海星巨拳,https://i.imgur.com/pqW0DW1.jpg
她會不會唱鬆餅人那首歌,https://i.imgur.com/bVZaEJK.jpg
那麼 也許是因為你太醜了,https://i.imgur.com/iMM7wfQ.jpg
你好醜哦,https://i.imgur.com/mkyiPUf.jpg
這個故事叫醜八怪小貝貝,https://i.imgur.com/HxhPksB.jpg
從前有個醜八怪小貝貝,https://i.imgur.com/9UFwTQA.jpg
他好醜哦,https://i.imgur.com/4EDU60c.jpg
醜到大家都死光光了,https://i.imgur.com/wJKVXrF.jpg
講完了,https://i.imgur.com/V3VY4j5.jpg
從我認識你就這樣了,https://i.imgur.com/YspJvqj.jpg
好可憐的醜海綿,https://i.imgur.com/ogBu20U.jpg
尖叫,https://i.imgur.com/jD7oTcl.jpg
他又在鬼叫些什麼,https://i.imgur.com/C8MjlmI.jpg
你們這些人是怎樣,https://i.imgur.com/FpoYDcP.jpg
看看他 他好醜對不對,https://i.imgur.com/LnzRbgv.jpg
你要我們的命啊,https://i.imgur.com/XGdIweY.jpg
你把醜八怪病傳染給我了,https://i.imgur.com/AtbniRq.jpg
醜要醜得有尊嚴,https://i.imgur.com/l67G6ya.jpg
可是我以前可是個大帥哥,https://i.imgur.com/x9dvVSB.jpg
我變得跟你一樣醜了,https://i.imgur.com/h58OcUM.jpg
一些烤牛肉 幾塊炸雞 披薩,https://i.imgur.com/LHLI7Ib.jpg
我一直在想,https://i.imgur.com/4XexxGi.jpg
要是我長得跟你一樣醜,https://i.imgur.com/KM9ptEy.jpg
我該怎麼辦才好呢,https://i.imgur.com/Aa50Jsq.jpg
我媽會怎麼說呢,https://i.imgur.com/x0ekfmg.jpg
我的天啊 要是我姊姊發現了,https://i.imgur.com/vr8qJ4a.jpg
等等 我沒有姊姊,https://i.imgur.com/IY87FsZ.jpg
你到底有什麼問題啊,https://i.imgur.com/FKvVdnU.jpg
他是不是有問題,https://i.imgur.com/yJ0F8FZ.jpg
有時候我好佩服 我自己這麼聰明哦,https://i.imgur.com/RY21wgN.jpg
我從沒有聽過這麼離譜的事,https://i.imgur.com/Khl9oY5.jpg
雙胞胎,https://i.imgur.com/Hj1gjqg.jpg
我又不知道,https://i.imgur.com/B1jygo4.jpg
他們還說 我什麼事情都做不好呢,https://i.imgur.com/tMzfvzB.jpg
不 求求你 不要打我,https://i.imgur.com/aEMCeUn.jpg
準備好要接受治療了嗎,https://i.imgur.com/GryNsUS.jpg
好的 進去吧,https://i.imgur.com/IU7aYAA.jpg
他怎麼了 腦袋壞掉了,https://i.imgur.com/geG9g1q.jpg
要是我當媽媽 他可能會被我嚇到,https://i.imgur.com/IFD7zk1.jpg
你們要繼續裝可愛哦,https://i.imgur.com/37zuTBL.jpg
好啦 明天再說吧,https://i.imgur.com/9hszsCN.jpg
他的頭被兩顆椰子砸到了,https://i.imgur.com/dLTRFaj.jpg
做起來沒有看起來那麼容易,https://i.imgur.com/YxElesX.jpg
滿公道的,https://i.imgur.com/uSm7uK0.jpg
吹一次兩毛五 先生,https://i.imgur.com/07ADM5X.jpg
多學著點,https://i.imgur.com/yq00ooR.jpg
你好壞喔,https://i.imgur.com/PMDJMrH.jpg
這個地方變得越來越詭異了,https://i.imgur.com/TIs5RhF.jpg
就像個精靈,https://i.imgur.com/EV2tRud.jpg
哈囉 老頭,https://i.imgur.com/cP6Xtw9.jpg
來得快去得也快,https://i.imgur.com/tx60YCN.jpg
不客氣,https://i.imgur.com/lmyoDp7.jpg
不要難過 那只是一幅畫,https://i.imgur.com/v8zVwJ3.jpg
不要管動機了 說嗨,https://i.imgur.com/mgrjVMJ.jpg
胖呆說得對,https://i.imgur.com/Wy5QZbK.jpg
你們還我襪子 我就給你們三個願望,https://i.imgur.com/mL7mjn9.jpg
五個才行,https://i.imgur.com/f8nPgGf.jpg
四個,https://i.imgur.com/6FLZOGX.jpg
三個 要不要隨便你,https://i.imgur.com/tH2N0qN.jpg
好吧 三個,https://i.imgur.com/TNEZjzG.jpg
兩個古金幣,https://i.imgur.com/28ePTJN.jpg
塑膠的,https://i.imgur.com/HICfwd1.jpg
超酷,https://i.imgur.com/GdXyTg2.jpg
超勁爆,https://i.imgur.com/jZ05yAi.jpg
超機密,https://i.imgur.com/OqNIE2c.jpg
這個卡通快播完了啦,https://i.imgur.com/O4IDE8b.jpg
誰說的,https://i.imgur.com/yWOykML.jpg
我贏了,https://i.imgur.com/4eZ2Bwo.jpg
我們不是原始人,https://i.imgur.com/L9dFQsq.jpg
我們有最新科技,https://i.imgur.com/12IbHPG.jpg
派大星 快點抽出來,https://i.imgur.com/68iUUwR.jpg
吃一口,https://i.imgur.com/70kyasm.jpg
兄弟 我先走了,https://i.imgur.com/FwTSqlU.jpg
我以為他不會發現,https://i.imgur.com/wH7yV3r.jpg
我可以再用最後一次嗎,https://i.imgur.com/aKdV3Ak.jpg
我為什麼要問你們這些問題,https://i.imgur.com/ATiXJwX.jpg
我的媽啊 是老大耶,https://i.imgur.com/yoHyoNH.jpg
老兄 你不酷哦,https://i.imgur.com/RlMvDPY.jpg
你現在正在笑的是一個贏家,https://i.imgur.com/imnY9jf.jpg
是哦,https://i.imgur.com/BSLUu7Y.jpg
未來,https://i.imgur.com/G8YPgIG.jpg
你們一定以為我很笨吧,https://i.imgur.com/foHmv6z.jpg
可是你看我現在多優啊,https://i.imgur.com/Wkh0WWQ.jpg
眼睫毛,https://i.imgur.com/246pnkQ.jpg
嗨 你好 小朋友 今天天氣真好,https://i.imgur.com/NTJ90Rg.jpg
有種就來啊 臭老頭,https://i.imgur.com/87R0PtE.jpg
你要我們教你多少遍 你才會學乖啊 臭老頭,https://i.imgur.com/njIc9cM.jpg
我好愛小朋友哦,https://i.imgur.com/Hwer8eD.jpg
你是整個海底世界 最笨最傻最呆的大白痴,https://i.imgur.com/dqnEP8G.jpg
只有一個人比我還笨 就是你,https://i.imgur.com/xdIbCDa.jpg
你是隻海底雞,https://i.imgur.com/zDliast.jpg
你還是黃得要命,https://i.imgur.com/3bF6wS3.jpg
我會救你的 可是我要先去刷個牙,https://i.imgur.com/Y6fAfTR.jpg
管他的,https://i.imgur.com/WOMz2W1.jpg
我贏了,https://i.imgur.com/LjSrfsw.jpg
朋友,https://i.imgur.com/yZV5JF4.jpg
只是...普通朋友,https://i.imgur.com/2dBhMvB.jpg
E小調,https://i.imgur.com/89ChTP9.jpg
好棒 機會來了,https://i.imgur.com/tSTVw7G.jpg
你再怎麼叫都沒有用,https://i.imgur.com/kz9kGry.jpg
虛擬投影紅燒肉,https://i.imgur.com/61O0nSH.jpg
你應該為自己感到羞恥,https://i.imgur.com/H8rP0rS.jpg
我的美麗星期天 只剩下3個小時了,https://i.imgur.com/gdEfPu9.jpg
那隻小松鼠的麻煩大了,https://i.imgur.com/iS7kALU.jpg
翹得越高你就越炫哦,https://i.imgur.com/assipHG.jpg
有夠炫的,https://i.imgur.com/NYoXX2f.jpg
要記住 想要炫 翹小指,https://i.imgur.com/VGHmsqo.jpg
我不需要,https://i.imgur.com/t34SYDa.jpg
我需要,https://i.imgur.com/xlIkp9D.jpg
那是我所聽過最無趣的爛主意,https://i.imgur.com/zIQmAjP.jpg
你們應該感到羞恥,https://i.imgur.com/KUO7zTy.jpg
是長頸鹿耶,https://i.imgur.com/GdnHDSp.jpg
我沒空 拜拜,https://i.imgur.com/7lbEBey.jpg
反正你又不喜歡我,https://i.imgur.com/dMFtXWs.jpg
我的腦袋一定是在哪裡撞壞了,https://i.imgur.com/8h66ZNt.jpg
滾出我的腦袋,https://i.imgur.com/gVTaVgD.jpg
作夢,https://i.imgur.com/Nq1z8tn.jpg
你比我還要大隻,https://i.imgur.com/SQJo7Hw.jpg
兄弟 我可以幫你擦背,https://i.imgur.com/b6SOP6N.jpg
原來你們兩個狼狽為奸,https://i.imgur.com/1sUvKzg.jpg
派大星寶寶啦,https://i.imgur.com/ycSCIde.jpg
它是顆美麗的大石頭,https://i.imgur.com/GGoX39C.jpg
我們是在創造歷史耶 章魚哥,https://i.imgur.com/joitTUc.jpg
不要那麼說嘛,https://i.imgur.com/pioVIQx.jpg
我太沒用了,https://i.imgur.com/onN9stO.jpg
充實知識 武裝自己,https://i.imgur.com/QGYlHCv.jpg
去吃冰淇淋,https://i.imgur.com/zZAqvbf.jpg
當好糾察隊長,https://i.imgur.com/hEbYNgU.jpg
饒了我吧,https://i.imgur.com/UKJzbQx.jpg
是小瘋子,https://i.imgur.com/2oMlkYJ.jpg
我自己逮到自己,https://i.imgur.com/gku9MTb.jpg
派大星好想哭,https://i.imgur.com/zr44rij.jpg
他出現了 派大星,https://i.imgur.com/dI6CTO2.jpg
快唸台詞,https://i.imgur.com/5rDJwGT.jpg
謝謝妳 珊迪,https://i.imgur.com/RAcypBs.jpg
我好餓哦,https://i.imgur.com/xzwUSJl.jpg
拿蟹堡,https://i.imgur.com/nGywoRV.jpg
可惜海綿寶寶不在這裡,https://i.imgur.com/i9ha2lI.jpg
這是他最愛吃的,https://i.imgur.com/iPnqb56.jpg
我好希望他回來咬一口,https://i.imgur.com/cwDUN8Q.jpg
我做不到,https://i.imgur.com/woqLCMz.jpg
海綿寶寶 回來,https://i.imgur.com/qICUgGt.jpg
我好想你,https://i.imgur.com/mnielGm.jpg
珊迪也想你,https://i.imgur.com/2Rt8CCZ.jpg
連章魚哥都好想你,https://i.imgur.com/NffI2ob.jpg
大驚喜,https://i.imgur.com/TH6j7Hg.jpg
等等 鋼琴哪來的,https://i.imgur.com/TJYNpaZ.jpg
絕對撐不過十秒的,https://i.imgur.com/JlU3HvA.jpg
我的眼睛,https://i.imgur.com/aCG0nmA.jpg
知道今天是什麼日子嗎,https://i.imgur.com/A11zRXb.jpg
煩死章魚哥日,https://i.imgur.com/ZulCrKI.jpg
不對 傻瓜 那是十五號啦,https://i.imgur.com/ElZsN0M.jpg
你永遠都不能夠信任這種小人,https://i.imgur.com/XvE2Xq4.jpg
吹得好棒 章魚哥,https://i.imgur.com/8nROrbv.jpg
壞壞天神賜給我力量,https://i.imgur.com/1bLELX3.jpg
我要讓這一滴特別的辣椒醬,https://i.imgur.com/Z87nRQ7.jpg
變得非常非常的辣,https://i.imgur.com/x96OG3g.jpg
我好討厭你們,https://i.imgur.com/2PQ4KQw.jpg
請妳在嗶聲之後留下訊息吧,https://i.imgur.com/9M2Ctjk.jpg
嗶,https://i.imgur.com/pjwvBtv.jpg
你傷了我的心,https://i.imgur.com/TbrdMPe.jpg
現在我也要傷了你的什麼東東,https://i.imgur.com/flcPgt7.jpg
我討厭你 小紅心,https://i.imgur.com/3mX19EZ.jpg
派大星也需要愛,https://i.imgur.com/fOK5AnN.jpg
叢林泰山海綿寶寶 要召喚動物朋友了,https://i.imgur.com/pFgMYy6.jpg
為了衣服 不守信用也沒關係,https://i.imgur.com/y7rEEE5.jpg
我從來沒有說過那種話,https://i.imgur.com/0rQa0xY.jpg
想再看一次嗎,https://i.imgur.com/nFQ4pFW.jpg
我發現了一件可怕的事情,https://i.imgur.com/0ZnonKY.jpg
你發現什麼了,https://i.imgur.com/bd2fsQY.jpg
那傢伙神經有問題 需要看心理醫生,https://i.imgur.com/koolfgZ.jpg
那個館長呢,https://i.imgur.com/rMaHju1.jpg
不過他哭成那樣 一定是因為有人欺負他,https://i.imgur.com/n8GvOK5.jpg
你不要逼我,https://i.imgur.com/iNHz9mL.jpg
不要吵,https://i.imgur.com/3DG7k4D.jpg
很高興認識你 兄弟,https://i.imgur.com/Y7QJYX7.jpg
你朋友的雞婆會害得你很慘喔,https://i.imgur.com/GZLv1cZ.jpg
好吃,https://i.imgur.com/WQlWNB0.jpg
這樣看起來危險嗎,https://i.imgur.com/Rvhp3jT.jpg
你得放棄那個銅板,https://i.imgur.com/ANNfbV4.jpg
我們的收銀機,https://i.imgur.com/kiuscE5.jpg
我真不敢相信我的美夢會成真,https://i.imgur.com/xjkInJ8.jpg
一點都不好笑,https://i.imgur.com/xr6g5Kf.jpg
你當然無所謂了,https://i.imgur.com/lOvLWY9.jpg
要記住你跟我說的話,https://i.imgur.com/S7W6n3B.jpg
看來大家都很尊敬你,https://i.imgur.com/9fBZFf9.jpg
她要去追求更遠大的夢想,https://i.imgur.com/7bu1z1p.jpg
我不能讓他這麼做,https://i.imgur.com/InlC2c1.jpg
所以我們認為 這麼做對大家都好,https://i.imgur.com/O1d0sJg.jpg
為什麼一定要這麼做呢,https://i.imgur.com/gy2kToe.jpg
這真是太丟臉了,https://i.imgur.com/fiaxGIL.jpg
可是 它好閃亮,https://i.imgur.com/DRiOkLy.jpg
我永遠都得不到獎盃了啦,https://i.imgur.com/mk6tJ0X.jpg
獎盃耶 我從來沒有得到過獎盃,https://i.imgur.com/CgKT3Ii.jpg
你好狠的心啊,https://i.imgur.com/4QURNwL.jpg
不要說 那只會讓他更難過,https://i.imgur.com/6H6wRaY.jpg
你喜歡嗎,https://i.imgur.com/YC69JdM.jpg
我死也瞑目了,https://i.imgur.com/GtxjksE.jpg
我一整天都陪著你 做一些無聊無趣的蠢事,https://i.imgur.com/gnpvhwS.jpg
沒錯 那是我一直在等待的,https://i.imgur.com/STYE2B1.jpg
不要就是要,https://i.imgur.com/VC4gaAU.jpg
我已經盡全力了,https://i.imgur.com/9G75RCY.jpg
拿去 這是你的駕照,https://i.imgur.com/eCS1Tgd.jpg
崇拜偶像是很不健康的,https://i.imgur.com/bXcCSAV.jpg
我會跟他們說 你們全部都死於車禍意外,https://i.imgur.com/QbU5rVg.jpg
美乃滋是不是一種樂器,https://i.imgur.com/hFqo29q.jpg
當然不是了 派大星,https://i.imgur.com/B0YYeax.jpg
美乃滋不是一種樂器,https://i.imgur.com/ykyvgOr.jpg
芥末醬也不算是一種樂器,https://i.imgur.com/l8Uy5Wx.jpg
現在他短路了,https://i.imgur.com/bDaawEa.jpg
要跟別人比聰明的話呢 你永遠都是第一名,https://i.imgur.com/azz1GoN.jpg
我不明白 這裡是不是瓦斯漏氣啊,https://i.imgur.com/UmblYAA.jpg
沒有人 會想跟這麼醜的我做朋友,https://i.imgur.com/PY7wTP2.jpg
某方面來說的確滿好笑的,https://i.imgur.com/zzNtOc9.jpg
因為我已經砍斷我的雙手了,https://i.imgur.com/oCRNTqE.jpg
幸好還有黃瓜陪伴我,https://i.imgur.com/wSGPzTm.jpg
可是...可...可是,https://i.imgur.com/xGd8mvV.jpg
好了各位 我帥不帥啊,https://i.imgur.com/iZc4Ngw.jpg
我從來沒有對他 感到這麼同情過,https://i.imgur.com/1DeVtZi.jpg
沒有人會平白無故對你好 對你微笑的,https://i.imgur.com/dNUc3jk.jpg
才怪呢 我才不在乎,https://i.imgur.com/WmSMqGB.jpg
我不知道原來你這麼冷血無情,https://i.imgur.com/pHtBeoH.jpg
你太白目了吧,https://i.imgur.com/cT8gkd6.jpg
可是這不公平,https://i.imgur.com/xGWxMRg.jpg
我覺得你話中有話,https://i.imgur.com/PFXRBy1.jpg
我沒有針對任何人說什麼話,https://i.imgur.com/xfY12vI.jpg
你是在指控我什麼嗎,https://i.imgur.com/POtMpq0.jpg
我對天發誓 沒有,https://i.imgur.com/0J2kMs9.jpg
因為過了太久 從前的旁白等太久 所以就換了新的旁白,https://i.imgur.com/zcmfBbW.jpg
我是一個敗類,https://i.imgur.com/wowX31a.jpg
那是你家的事,https://i.imgur.com/GeUmQeq.jpg
他一個人好無助,https://i.imgur.com/8MC2Afj.jpg
讓我來處理好了,https://i.imgur.com/gaRyVUc.jpg
好了 不要再鬧了,https://i.imgur.com/DfOSt59.jpg
原來是他在鬧我們,https://i.imgur.com/lBEKna6.jpg
你們給我記住,https://i.imgur.com/PwXmL4b.jpg
原來這叫工作,https://i.imgur.com/6FEjYeh.jpg
我辛辛苦苦的加班,https://i.imgur.com/Pbgny6D.jpg
你就是這樣感謝我的,https://i.imgur.com/SfyGoxa.jpg
就是這樣啊,https://i.imgur.com/UQyKMO1.jpg
他說我們英俊瀟灑,https://i.imgur.com/343hjVO.jpg
嗨,https://i.imgur.com/A6RrC7E.jpg
小朋友 請你站起來自我介紹一下好嗎,https://i.imgur.com/0LRQTpw.jpg
他們在笑什麼,https://i.imgur.com/HeIdZFo.jpg
就算我不恨你 我還是超恨你,https://i.imgur.com/FFdAjqm.jpg
可是你要學會放下心中的重擔,https://i.imgur.com/4tnWKL8.jpg
我怎麼會有這種低能兒的鄰居,https://i.imgur.com/AXfgW3M.jpg
不 沒有人理我,https://i.imgur.com/HlyKQvj.jpg
不 我才是沙灘頭號大敗類,https://i.imgur.com/aqs1ayb.jpg
天啊 你沒有我想像中的笨嘛,https://i.imgur.com/Z4XocsT.jpg
不用秀給我看啦,https://i.imgur.com/2sD1HTy.jpg
路馬過要麼什為雞小,https://i.imgur.com/myJHEtY.jpg
好啦 我脫褲子,https://i.imgur.com/AZbWmwF.jpg
這裡誰是醫生啊,https://i.imgur.com/KH3jRNE.jpg
請問我會不會變成章魚燒,https://i.imgur.com/dtQ8khf.jpg
我知道今天要做什麼了,https://i.imgur.com/o0LTfKe.jpg
烤雞腿,https://i.imgur.com/G8JWuaN.jpg
那是我們徹底失敗的味道,https://i.imgur.com/9zfE6Nd.jpg
等等 讓我猜,https://i.imgur.com/0ePx3Yz.jpg
你要我立刻跑去商店,https://i.imgur.com/e3wJzMC.jpg
幫泡芙阿姨買她不需要的東西,https://i.imgur.com/hy6e3St.jpg
然後你要我再跑回來,https://i.imgur.com/QNqtMhq.jpg
讓你罵我,https://i.imgur.com/xj3Az4y.jpg
海綿寶寶 你花光了我所有的錢,https://i.imgur.com/zcDTbfB.jpg
我就會說 可是蟹老闆,https://i.imgur.com/WCd0C8V.jpg
我只是照你的話做,https://i.imgur.com/2pyZ3y3.jpg
